Customer_ID,Recency,Frequency,Monetary,Avg_Order_Value,Session_Count,Avg_Session_Duration,Pages_Viewed,Clicks,Campaign_Response,Wishlist_Adds,Cart_Abandon_Rate,Returns,Segment_Label,Engagement_Score,Engagement_Level,Cluster,Segment_Name
CUST01184,71,9,94.0,20,4,5.707372011533851,5,213.0,0,0,24.966838109264028,3,iron,217.0,Low,2,Promising Regulars
CUST01185,17,54,3755.0,251,95,29.738817173277013,33,1652.0,1,54,11.267150801038488,6,gold,1801.0,High,1,High-Value Loyalists
CUST01186,124,1,68.0,31,13,9.832692883311152,7,288.0,0,0,32.81610016934128,12,iron,301.0,Low,0,At-Risk Customers
CUST01187,42,10,298.0,118,35,5.967198335511296,17,253.0,0,17,22.72974503837032,3,copper,305.0,Low,2,Promising Regulars
CUST01188,10,81,9012.0,379,129,38.0218032586106,88,2644.0,0,77,4.470683094278179,1,platinum,2850.0,High,3,VIP Champions
CUST01189,48,20,1053.0,159,42,15.55469621010339,47,951.0,1,31,13.348752761329502,3,silver,1024.0,Medium,2,Promising Regulars
CUST01190,35,13,176.0,80,16,8.212521762633532,14,287.0,0,7,24.66058908789615,13,copper,310.0,Low,2,Promising Regulars
CUST01191,13,72,9361.0,272,176,37.9072308570517,94,3088.0,1,89,3.526449215570981,0,platinum,3353.0,High,3,VIP Champions
CUST01192,55,34,1532.0,185,57,13.521160071317023,29,1323.0,0,11,12.354468255516643,7,silver,1391.0,Medium,2,Promising Regulars
CUST01193,50,10,723.0,111,32,11.44908840406173,35,1165.0,1,29,19.839775774078607,4,silver,1226.0,Medium,2,Promising Regulars
CUST01194,37,5,276.0,56,24,12.116671769856788,18,619.0,1,19,21.09254648935852,17,copper,662.0,Medium,2,Promising Regulars
CUST01195,14,86,8176.0,308,160,20.38839392394789,92,3963.0,1,71,9.027985189331456,3,platinum,4194.0,High,3,VIP Champions
CUST01196,64,8,14.0,36,15,7.117313683340639,6,259.0,0,2,36.37979079601304,22,iron,276.0,Low,2,Promising Regulars
CUST01197,75,5,58.0,24,17,8.322902380261535,8,190.0,0,3,39.42785352839046,15,iron,210.0,Low,2,Promising Regulars
CUST01198,156,5,42.0,15,16,6.027877107370085,14,159.0,0,1,40.690660419868735,9,iron,176.0,Low,0,At-Risk Customers
CUST01199,49,16,475.0,102,12,7.096298879513462,19,419.0,0,5,18.74911626927839,14,copper,436.0,Low,2,Promising Regulars
CUST01200,19,49,4069.0,197,112,19.306622697660103,61,2808.0,0,69,14.90374522967212,4,gold,2989.0,High,1,High-Value Loyalists
CUST01201,63,19,148.0,108,19,8.34493334011551,11,528.0,0,16,28.16172725476464,19,copper,563.0,Medium,2,Promising Regulars
CUST01202,6,95,6598.0,211,140,24.412266633670853,65,2511.0,1,95,6.66513678513108,3,platinum,2746.0,High,3,VIP Champions
CUST01203,3,62,6329.0,244,141,27.615351443154395,56,4616.0,1,77,6.88601876316111,1,platinum,4834.0,High,3,VIP Champions
CUST01204,39,18,1045.0,113,33,10.895763372944293,34,1266.0,1,15,17.88363013498313,0,silver,1314.0,Medium,2,Promising Regulars
CUST01205,34,14,805.0,154,33,15.958348969007226,21,1414.0,0,35,13.649641000035796,2,silver,1482.0,Medium,2,Promising Regulars
CUST01206,61,17,467.0,61,18,7.293365719050727,23,253.0,1,5,28.23173530791233,3,copper,276.0,Low,2,Promising Regulars
CUST01207,38,12,226.0,95,31,13.327570558710375,13,270.0,0,18,15.67339671561631,11,copper,319.0,Low,2,Promising Regulars
CUST01208,57,35,590.0,115,36,11.474839747372677,44,1106.0,1,18,19.3556556020222,8,silver,1160.0,Medium,2,Promising Regulars
CUST01209,16,41,2066.0,195,78,29.891059567132302,36,1496.0,1,37,8.322387018779356,3,gold,1611.0,High,1,High-Value Loyalists
CUST01210,77,4,5.0,29,13,3.1315603318246854,4,120.0,1,1,31.80543260391349,0,iron,134.0,Low,2,Promising Regulars
CUST01211,34,29,1235.0,185,69,16.291222193389995,24,1473.0,1,11,18.2581512644166,13,silver,1553.0,High,2,Promising Regulars
CUST01212,35,20,1494.0,122,34,19.59654195720974,48,618.0,1,12,15.173801834534505,13,silver,664.0,Medium,2,Promising Regulars
CUST01213,11,47,4909.0,154,105,19.333827477237705,30,2673.0,1,55,11.290575985596336,7,gold,2833.0,High,1,High-Value Loyalists
CUST01214,79,16,357.0,50,10,14.447301283260302,10,669.0,0,8,16.32447885161507,3,copper,687.0,Medium,2,Promising Regulars
CUST01215,55,19,322.0,50,15,14.711717690288484,23,497.0,0,12,24.40205445368209,11,copper,524.0,Medium,2,Promising Regulars
CUST01216,28,38,2131.0,191,91,19.410446072326565,57,2149.0,0,58,7.86112023227863,4,gold,2298.0,High,1,High-Value Loyalists
CUST01217,5,86,7984.0,260,154,22.82157843038749,94,4460.0,0,89,6.240437304168749,4,platinum,4703.0,High,3,VIP Champions
CUST01218,78,14,369.0,82,31,12.627067232232836,13,684.0,0,5,20.180014742202413,4,copper,720.0,Medium,2,Promising Regulars
CUST01219,44,8,138.0,59,32,13.118303774964684,29,257.0,1,15,23.27301374469541,4,copper,304.0,Low,2,Promising Regulars
CUST01220,17,36,2295.0,162,96,28.58525048656238,47,2623.0,1,45,5.719331514813658,0,gold,2764.0,High,1,High-Value Loyalists
CUST01221,119,5,98.0,26,12,7.166554212713925,8,113.0,1,3,41.39506289000849,16,iron,128.0,Low,0,At-Risk Customers
CUST01222,12,52,4891.0,213,88,20.94107780875035,50,1838.0,0,45,7.674280726092071,4,gold,1971.0,High,1,High-Value Loyalists
CUST01223,23,14,1146.0,134,65,12.685080419679185,47,1397.0,0,14,19.922670331835,0,silver,1476.0,Medium,2,Promising Regulars
CUST01224,154,7,40.0,20,0,9.783841848366771,3,285.0,0,4,45.74553230850623,6,iron,289.0,Low,0,At-Risk Customers
CUST01225,44,31,1033.0,126,67,15.578763158688504,34,874.0,0,37,15.726541054256783,10,silver,978.0,Medium,2,Promising Regulars
CUST01226,35,8,254.0,94,32,7.627180176831833,26,321.0,1,8,20.69685392216933,19,copper,361.0,Low,2,Promising Regulars
CUST01227,36,17,1342.0,188,34,11.328617484275249,35,1451.0,0,25,16.63588778997833,5,silver,1510.0,High,2,Promising Regulars
CUST01228,17,38,3836.0,166,100,18.552268717818336,35,2882.0,1,68,8.054375022948573,8,gold,3050.0,High,1,High-Value Loyalists
CUST01229,165,2,28.0,17,16,8.830202744702547,5,142.0,0,1,24.35042504967345,13,iron,159.0,Low,0,At-Risk Customers
CUST01230,30,12,708.0,158,56,16.04318134915283,42,1455.0,1,27,16.86759267082465,14,silver,1538.0,High,2,Promising Regulars
CUST01231,137,7,1.0,35,18,1.5944098357540624,13,246.0,0,3,37.53243874650344,4,iron,267.0,Low,0,At-Risk Customers
CUST01232,24,38,3951.0,239,96,29.9841235585268,33,1756.0,0,49,13.02343998981953,5,gold,1901.0,High,1,High-Value Loyalists
CUST01233,16,60,2784.0,156,78,22.294063662721165,56,1396.0,0,49,6.752676199259243,4,gold,1523.0,High,1,High-Value Loyalists
CUST01234,6,84,9288.0,379,153,34.035515409751056,78,4690.050000000001,1,93,8.061479640330418,2,platinum,4936.050000000001,High,3,VIP Champions
CUST01235,35,14,278.0,107,37,5.392014990825275,12,745.0,0,17,20.90271018995432,11,copper,799.0,Medium,2,Promising Regulars
CUST01236,50,36,1870.0,124,36,19.28468652395157,26,711.0,1,26,18.11339479201512,2,silver,773.0,Medium,2,Promising Regulars
CUST01237,125,1,80.0,33,8,1.3027944028938587,10,269.0,0,4,24.09061385332273,22,iron,281.0,Low,0,At-Risk Customers
CUST01238,21,23,727.0,108,31,18.64188362554836,36,988.0,0,11,11.239080305969466,11,silver,1030.0,Medium,2,Promising Regulars
CUST01239,88,3,1.0,49,3,3.764875481408714,9,229.0,0,2,45.20912124734419,1,iron,234.0,Low,2,Promising Regulars
CUST01240,25,40,3927.0,161,94,29.73284855123336,42,2754.0,1,50,9.731650482340717,5,gold,2898.0,High,1,High-Value Loyalists
CUST01241,80,2,70.0,23,14,2.251144474878491,11,248.0,0,2,20.64922069923754,10,iron,264.0,Low,2,Promising Regulars
CUST01242,30,10,184.0,83,22,7.132348654455308,18,762.0,0,11,26.39289503982645,7,copper,795.0,Medium,2,Promising Regulars
CUST01243,84,14,497.0,117,27,8.52074772945647,18,202.0,1,8,28.07503363904269,13,copper,237.0,Low,2,Promising Regulars
CUST01244,76,12,173.0,90,17,14.538339718749585,18,405.0,0,13,19.68208187494908,15,copper,435.0,Low,2,Promising Regulars
CUST01245,80,12,186.0,93,35,13.198443517257338,27,740.0,0,18,17.59282109128179,1,copper,793.0,Medium,2,Promising Regulars
CUST01246,82,18,266.0,90,16,13.645077608445591,22,221.0,0,16,17.68989535011889,3,copper,253.0,Low,2,Promising Regulars
CUST01247,13,51,4424.0,229,101,16.38534687358893,64,1440.0,0,42,12.91362874055159,1,gold,1583.0,High,1,High-Value Loyalists
CUST01248,13,84,9445.02,256,110,21.75714027162692,92,4690.050000000001,1,63,7.003219686336086,1,platinum,4863.050000000001,High,3,VIP Champions
CUST01249,67,5,76.0,30,0,5.298364169437522,6,171.0,0,2,26.24998572465608,1,iron,173.0,Low,2,Promising Regulars
CUST01250,48,14,264.0,78,28,7.956585718430982,18,575.0,0,7,15.192534020951053,14,copper,610.0,Medium,2,Promising Regulars
CUST01251,32,5,240.0,108,18,6.89588931097717,25,655.0,0,13,25.72185867656711,2,copper,686.0,Medium,2,Promising Regulars
CUST01252,42,30,709.0,113,45,18.19285040742022,39,1299.0,0,20,11.053045177478474,3,silver,1364.0,Medium,2,Promising Regulars
CUST01253,23,34,3471.0,181,66,29.840469638277945,31,1905.0,1,69,12.956352921734672,1,gold,2040.0,High,1,High-Value Loyalists
CUST01254,18,59,4179.0,248,73,29.55730635955597,66,1639.0,1,52,13.158391711776936,4,gold,1764.0,High,1,High-Value Loyalists
CUST01255,60,13,170.0,110,32,11.24986650276338,13,215.0,0,17,22.516054810609155,0,copper,264.0,Low,2,Promising Regulars
CUST01256,50,23,816.0,140,47,10.540395923479023,35,1371.0,1,23,15.52185739170648,13,silver,1441.0,Medium,2,Promising Regulars
CUST01257,10,65,4973.0,213,73,29.97106880388356,57,1633.0,1,39,8.23251476000591,5,gold,1745.0,High,1,High-Value Loyalists
CUST01258,32,30,1172.0,191,52,11.490085434116512,35,760.0,0,35,12.06838934681937,9,silver,847.0,Medium,2,Promising Regulars
CUST01259,3,73,6185.0,283,190,29.10960344785284,90,3617.0,1,55,1.6865595932648536,1,platinum,3862.0,High,3,VIP Champions
CUST01260,44,18,668.0,102,48,15.561700680497534,24,1097.0,0,24,12.644077140559506,13,silver,1169.0,Medium,2,Promising Regulars
CUST01261,13,68,4245.0,228,97,16.254646358749007,51,2666.0,1,58,7.816641021115418,1,gold,2821.0,High,1,High-Value Loyalists
CUST01262,64,17,300.0,71,28,12.43498619116433,19,437.0,1,7,22.84601936111592,4,copper,472.0,Low,2,Promising Regulars
CUST01263,55,12,1600.0,129,52,17.229751935086206,49,912.0,1,10,19.482532853533016,12,silver,974.0,Medium,2,Promising Regulars
CUST01264,48,30,628.0,133,61,11.28591741225446,24,662.0,0,26,17.32796719691153,5,silver,749.0,Medium,2,Promising Regulars
CUST01265,1,53,7176.0,240,130,38.0218032586106,90,2764.0,1,72,2.229467049335211,4,platinum,2966.0,High,3,VIP Champions
CUST01266,1,70,9445.02,379,189,22.99536254682473,69,2110.0,0,62,5.582887464374169,3,platinum,2361.0,High,3,VIP Champions
CUST01267,30,31,565.0,115,60,12.675636230815073,26,1054.0,1,39,19.14067694470988,9,silver,1153.0,Medium,2,Promising Regulars
CUST01268,35,16,1868.0,176,34,15.183582663019337,24,769.0,0,33,10.904862918495526,14,silver,836.0,Medium,2,Promising Regulars
CUST01269,75,13,193.0,115,28,6.913392030013407,26,598.0,0,9,20.423278898042,2,copper,635.0,Medium,2,Promising Regulars
CUST01270,26,32,4392.0,231,60,25.80368101162473,34,1897.0,1,58,7.607913855244549,3,gold,2015.0,High,1,High-Value Loyalists
CUST01271,38,9,398.0,61,27,8.445837946596324,18,559.0,0,17,23.277954537517484,13,copper,603.0,Medium,2,Promising Regulars
CUST01272,64,9,9.0,33,16,2.631202943935945,1,114.0,0,0,46.838608072042014,4,iron,130.0,Low,2,Promising Regulars
CUST01273,65,14,248.0,105,18,14.535739579058832,21,445.0,1,6,29.27825708641696,12,copper,469.0,Low,2,Promising Regulars
CUST01274,1,85,6191.0,378,129,20.37942292981504,86,3822.0,0,66,0.0249545360082914,1,platinum,4017.0,High,3,VIP Champions
CUST01275,52,13,1942.0,137,44,11.920626150822123,22,1010.0,0,18,16.003546855090818,4,silver,1072.0,Medium,2,Promising Regulars
CUST01276,21,37,3460.0,234,80,29.57575108599077,66,1983.0,0,40,11.245417973398116,9,gold,2103.0,High,1,High-Value Loyalists
CUST01277,24,35,4930.0,230,82,26.97527573195965,57,1207.0,1,50,14.187645436942262,4,gold,1339.0,Medium,1,High-Value Loyalists
CUST01278,80,0,1.0,46,18,5.1802853114560445,1,156.0,0,2,37.639695747207824,8,iron,176.0,Low,2,Promising Regulars
CUST01279,13,32,3877.0,207,98,25.127436436465004,54,2339.0,1,51,7.574653325319257,1,gold,2488.0,High,1,High-Value Loyalists
CUST01280,39,13,1496.0,126,61,13.003111569225627,48,803.0,0,12,11.781285078632562,8,silver,876.0,Medium,2,Promising Regulars
CUST01281,69,11,234.0,86,16,8.001687986716739,27,474.0,0,9,22.055945292659587,7,copper,499.0,Low,2,Promising Regulars
CUST01282,45,5,188.0,65,39,6.839784976109088,11,499.0,0,7,24.45775477820997,4,copper,545.0,Medium,2,Promising Regulars
CUST01283,59,15,831.0,111,41,10.565109409245196,29,905.0,0,25,16.562482781371145,2,silver,971.0,Medium,2,Promising Regulars
CUST01284,14,90,7533.0,267,158,38.0218032586106,59,4122.0,1,86,0.4904988826988776,1,platinum,4366.0,High,3,VIP Champions
CUST01285,57,37,1653.0,165,45,13.129182706552193,42,906.0,1,16,10.086792415958753,4,silver,967.0,Medium,2,Promising Regulars
CUST01286,32,24,950.0,186,33,10.464614772219097,47,945.0,0,17,11.5257445867361,5,silver,995.0,Medium,2,Promising Regulars
CUST01287,10,90,7739.0,268,190,23.7495866166384,74,2956.0,1,75,8.10296027696346,2,platinum,3221.0,High,3,VIP Champions
CUST01288,48,15,1720.0,123,48,12.70836037695666,31,1468.0,0,12,16.230931273139056,13,silver,1528.0,High,2,Promising Regulars
CUST01289,8,55,9121.0,342,148,29.942616069684256,86,2636.0,1,86,0.262387887823291,3,platinum,2870.0,High,3,VIP Champions
CUST01290,5,60,9097.0,221,165,32.459517515737815,94,4576.0,1,56,0.8706470331296712,1,platinum,4797.0,High,3,VIP Champions
CUST01291,38,10,786.0,103,56,13.416740399512827,40,1484.0,1,19,19.864565718204275,0,silver,1559.0,High,2,Promising Regulars
CUST01292,25,59,3885.0,293,68,23.03095651536136,44,1062.0,1,49,7.674813858487999,0,gold,1179.0,Medium,1,High-Value Loyalists
CUST01293,55,38,817.0,167,52,10.608726652914008,43,539.0,1,37,14.795906991730398,0,silver,628.0,Medium,2,Promising Regulars
CUST01294,38,14,379.0,88,34,14.626521402274276,24,772.0,0,5,29.97238729975308,19,copper,811.0,Medium,2,Promising Regulars
CUST01295,73,16,370.0,88,19,12.671145611799991,12,584.0,0,10,15.80830272640746,10,copper,613.0,Medium,2,Promising Regulars
CUST01296,19,58,3283.0,174,95,26.28386889710739,69,1347.0,1,50,12.248646153403778,1,gold,1492.0,Medium,1,High-Value Loyalists
CUST01297,24,54,2749.0,154,106,28.21738000431518,32,2003.0,1,58,10.20570106869881,2,gold,2167.0,High,1,High-Value Loyalists
CUST01298,17,50,3484.0,285,64,24.083839103576853,66,1380.0,0,37,14.09637922306656,8,gold,1481.0,Medium,1,High-Value Loyalists
CUST01299,89,10,177.0,68,22,8.15821256283559,10,338.0,0,19,19.971071470911827,11,copper,379.0,Low,2,Promising Regulars
CUST01300,67,12,343.0,58,35,5.272371025842141,24,389.0,1,19,19.391247377805097,19,copper,443.0,Low,2,Promising Regulars
CUST01301,9,85,7177.0,269,101,22.065523310638007,69,3776.0,0,90,7.510646831324317,0,platinum,3967.0,High,3,VIP Champions
CUST01302,161,1,62.0,10,16,9.324322432426152,5,194.0,0,2,31.76081168236931,23,iron,212.0,Low,0,At-Risk Customers
CUST01303,1,86,6135.0,206,175,38.0218032586106,50,4195.0,0,53,4.944322008289883,0,platinum,4423.0,High,3,VIP Champions
CUST01304,20,12,1128.0,175,50,10.282171407377971,32,604.0,0,37,12.52919413313968,8,silver,691.0,Medium,2,Promising Regulars
CUST01305,52,12,200.0,75,13,7.284329827529785,26,402.0,0,8,23.86029219573378,3,copper,423.0,Low,2,Promising Regulars
CUST01306,82,2,21.0,40,0,2.094509034614809,3,79.0,0,2,25.004219607787185,20,iron,81.0,Low,2,Promising Regulars
CUST01307,51,6,233.0,113,30,9.140279237553608,14,518.0,1,16,28.302147984891025,15,copper,564.0,Medium,2,Promising Regulars
CUST01308,54,19,261.0,75,13,5.058062609092426,26,246.0,0,16,18.407931220315547,9,copper,275.0,Low,2,Promising Regulars
CUST01309,56,29,1319.0,174,57,10.970357785099251,43,579.0,1,13,10.129041969975155,13,silver,649.0,Medium,2,Promising Regulars
CUST01310,58,16,301.0,80,28,10.232442393090569,10,451.0,1,8,25.216934269864545,5,copper,487.0,Low,2,Promising Regulars
CUST01311,3,51,5017.0,325,182,32.36626162752367,94,4690.050000000001,1,68,4.885811449750452,4,platinum,4940.050000000001,High,1,High-Value Loyalists
CUST01312,152,5,23.0,46,12,3.5072474256923574,12,143.0,1,3,21.349434132365243,15,iron,158.0,Low,0,At-Risk Customers
CUST01313,46,13,1083.0,147,37,17.425371624554653,33,1311.0,0,29,12.781739198753236,13,silver,1377.0,Medium,2,Promising Regulars
CUST01314,74,9,379.0,93,27,10.156418674007826,16,767.0,1,18,21.40242611421481,12,copper,812.0,Medium,2,Promising Regulars
CUST01315,20,21,1382.0,123,66,17.58183110270167,31,1480.0,0,36,10.814542147344005,3,silver,1582.0,High,2,Promising Regulars
CUST01316,46,5,209.0,64,16,6.488021071284564,15,467.0,0,15,24.409149608947715,16,copper,498.0,Low,2,Promising Regulars
CUST01317,59,21,1616.0,172,32,18.63073998590573,40,534.0,0,19,19.837621345689023,8,silver,585.0,Medium,2,Promising Regulars
CUST01318,53,8,498.0,67,37,6.017657965513656,18,496.0,0,11,27.903084558100897,6,copper,544.0,Medium,2,Promising Regulars
CUST01319,11,91,9445.02,379,117,23.580824769015248,65,3818.0,1,95,5.8627684841961845,4,platinum,4030.0,High,3,VIP Champions
CUST01320,13,84,5854.0,359,116,28.782016114986217,77,3105.0,1,69,5.489629092958968,4,platinum,3290.0,High,3,VIP Champions
CUST01321,22,52,4079.0,272,78,15.73332344257778,43,2270.0,1,54,7.133701571552944,0,gold,2402.0,High,1,High-Value Loyalists
CUST01322,24,48,3596.0,292,74,28.8087557863363,38,1004.0,0,58,11.154768902618883,4,gold,1136.0,Medium,1,High-Value Loyalists
CUST01323,81,1,46.0,38,15,1.0004331150488055,4,255.0,0,0,31.370907849379407,0,iron,270.0,Low,2,Promising Regulars
CUST01324,22,64,4885.0,198,99,23.903942024223312,45,2472.0,1,51,11.816274983597769,7,gold,2622.0,High,1,High-Value Loyalists
CUST01325,96,0,77.0,35,17,4.857333463856542,7,115.0,0,4,48.11721349401088,5,iron,136.0,Low,0,At-Risk Customers
CUST01326,39,26,1708.0,181,53,12.427325524497713,42,864.0,1,25,11.87500146346985,9,silver,942.0,Medium,2,Promising Regulars
CUST01327,23,38,2500.0,288,62,21.61124100557365,64,1486.0,1,61,10.895842877533504,0,gold,1609.0,High,1,High-Value Loyalists
CUST01328,56,9,159.0,92,10,9.921372636561696,26,362.0,0,7,21.213663772815053,19,copper,379.0,Low,2,Promising Regulars
CUST01329,57,7,185.0,107,31,12.41966705314293,21,726.0,0,18,28.499252200854905,4,copper,775.0,Medium,2,Promising Regulars
CUST01330,39,36,1589.0,120,65,19.61294521140917,24,922.0,0,32,17.05568202075567,4,silver,1019.0,Medium,2,Promising Regulars
CUST01331,39,24,652.0,120,45,18.010527747728286,20,778.0,0,33,17.445671952103165,6,silver,856.0,Medium,2,Promising Regulars
CUST01332,86,14,393.0,96,16,9.178174517811245,18,458.0,0,13,18.34366768244496,11,copper,487.0,Low,2,Promising Regulars
CUST01333,13,55,3284.0,208,108,29.13885321415368,35,2977.0,1,44,8.841765552044174,1,gold,3129.0,High,1,High-Value Loyalists
CUST01334,89,2,63.0,11,11,2.293671304177473,8,285.0,0,1,34.64478434831665,3,iron,297.0,Low,0,At-Risk Customers
CUST01335,164,6,21.0,35,9,9.284019615062071,1,246.0,0,3,31.353142641453488,6,iron,258.0,Low,0,At-Risk Customers
CUST01336,69,16,485.0,76,30,12.890108430548304,29,450.0,0,7,19.558855254199,13,copper,487.0,Low,2,Promising Regulars
CUST01337,16,31,3482.0,274,71,20.681057208906584,50,1589.0,1,39,13.922798858564818,3,gold,1699.0,High,1,High-Value Loyalists
CUST01338,80,14,372.0,110,36,8.287937599934203,22,424.0,0,11,29.981689317814595,15,copper,471.0,Low,2,Promising Regulars
CUST01339,1,71,8630.0,209,156,35.72352209848496,69,3347.0,0,78,3.85250718361922,2,platinum,3581.0,High,3,VIP Champions
CUST01340,7,79,8256.0,229,166,30.44427359255449,94,2356.0,0,81,6.088532502222023,3,platinum,2603.0,High,3,VIP Champions
CUST01341,25,61,4721.0,184,91,28.721055898627863,31,1473.0,0,46,13.123952417460467,1,gold,1610.0,High,1,High-Value Loyalists
CUST01342,27,23,1209.0,108,30,17.780902238487407,28,1409.0,0,13,11.871372085978214,14,silver,1452.0,Medium,2,Promising Regulars
CUST01343,159,2,22.0,18,18,4.156953261410165,2,97.0,0,1,25.187324089715663,22,iron,116.0,Low,0,At-Risk Customers
CUST01344,71,19,395.0,67,36,13.301433650525942,28,544.0,0,13,16.173598386514143,4,copper,593.0,Medium,2,Promising Regulars
CUST01345,43,6,391.0,117,33,11.48140122864761,10,588.0,0,18,25.848002140898306,18,copper,639.0,Medium,2,Promising Regulars
CUST01346,26,19,790.0,193,63,11.261099813368064,47,1128.0,0,38,13.076473246188414,2,silver,1229.0,Medium,2,Promising Regulars
CUST01347,32,19,1432.0,160,61,15.680502544030295,22,1147.0,1,28,12.24616916458202,0,silver,1236.0,Medium,2,Promising Regulars
CUST01348,32,36,1117.0,111,31,13.40739355711013,40,1162.0,1,29,19.30742218281428,14,silver,1222.0,Medium,2,Promising Regulars
CUST01349,81,8,64.0,35,8,4.336422072811397,13,91.0,0,0,27.429383511369664,23,iron,99.0,Low,2,Promising Regulars
CUST01350,13,60,8150.0,337,141,24.59914768613971,52,2438.0,1,66,4.423647991631922,0,platinum,2645.0,High,3,VIP Champions
CUST01351,158,4,59.0,22,5,7.862061663871791,9,175.0,0,3,28.357555185411968,21,iron,183.0,Low,0,At-Risk Customers
CUST01352,49,14,1795.0,199,34,11.377997720439907,38,1162.0,1,34,19.26362969418012,8,silver,1230.0,Medium,2,Promising Regulars
CUST01353,35,32,853.0,125,66,12.529145944977651,36,979.0,0,38,14.503469493303283,5,silver,1083.0,Medium,2,Promising Regulars
CUST01354,56,17,225.0,93,15,9.13027111631528,27,543.0,0,12,20.41200589888754,13,copper,570.0,Medium,2,Promising Regulars
CUST01355,58,23,1954.0,120,44,11.678814283769029,20,964.0,1,10,11.761411338741766,1,silver,1018.0,Medium,2,Promising Regulars
CUST01356,69,6,17.0,18,13,9.196427283922525,13,101.0,0,2,38.47530067606979,16,iron,116.0,Low,2,Promising Regulars
CUST01357,126,0,52.0,14,12,1.9661076205111885,5,136.0,0,4,28.65956144938897,16,iron,152.0,Low,0,At-Risk Customers
CUST01358,24,21,738.0,127,35,10.980693699063544,49,1165.0,1,18,16.507971417200796,0,silver,1218.0,Medium,2,Promising Regulars
CUST01359,29,47,3628.0,256,104,24.229411786328104,42,1728.0,0,30,14.971136340127392,7,gold,1862.0,High,1,High-Value Loyalists
CUST01360,28,12,1369.0,198,62,14.824993748657462,40,1302.0,1,29,17.221886124756743,9,silver,1393.0,Medium,2,Promising Regulars
CUST01361,101,3,31.0,45,18,5.483515741186108,9,60.0,0,2,29.758658427962644,2,iron,80.0,Low,0,At-Risk Customers
CUST01362,27,34,4674.0,216,65,16.37579422981154,40,1638.0,1,55,8.941561801339457,0,gold,1758.0,High,1,High-Value Loyalists
CUST01363,76,9,236.0,54,29,6.227409464589828,10,302.0,0,8,25.83417148554524,12,copper,339.0,Low,2,Promising Regulars
CUST01364,51,17,430.0,112,39,14.800927138592751,21,522.0,0,5,16.22091132011841,4,copper,566.0,Medium,2,Promising Regulars
CUST01365,58,15,343.0,104,22,13.3291827812863,15,608.0,0,17,28.666992161856847,12,copper,647.0,Medium,2,Promising Regulars
CUST01366,15,53,3939.0,166,118,28.71712659013508,55,1679.0,0,43,7.833223153643974,1,gold,1840.0,High,1,High-Value Loyalists
CUST01367,56,16,476.0,109,34,14.179619807013564,12,733.0,0,9,16.60035105823907,12,copper,776.0,Medium,2,Promising Regulars
CUST01368,133,0,84.0,49,6,4.943238142326101,2,70.0,1,1,37.55991625670186,17,iron,77.0,Low,0,At-Risk Customers
CUST01369,22,46,2893.0,236,84,25.70128591351008,53,1222.0,1,68,8.100253309590913,0,gold,1374.0,Medium,1,High-Value Loyalists
CUST01370,18,47,2603.0,160,83,25.213308900006453,65,1637.0,1,62,13.989910560520938,3,gold,1782.0,High,1,High-Value Loyalists
CUST01371,155,8,74.0,32,4,2.71843105915689,10,195.0,0,2,42.2375351214946,16,iron,201.0,Low,0,At-Risk Customers
CUST01372,24,66,4389.0,197,103,27.847236748172293,32,2874.0,0,30,5.092539202169634,2,gold,3007.0,High,1,High-Value Loyalists
CUST01373,136,5,42.0,15,2,1.4208401243004962,8,108.0,0,4,23.846268559649324,4,iron,114.0,Low,0,At-Risk Customers
CUST01374,38,14,1256.0,183,31,15.265265331751754,26,980.0,0,19,19.026929779224595,11,silver,1030.0,Medium,2,Promising Regulars
CUST01375,27,58,4770.0,174,63,16.612905656763868,61,2690.0,0,57,11.439944728541985,4,gold,2810.0,High,1,High-Value Loyalists
CUST01376,169,8,12.0,27,5,9.497157391138416,3,219.0,0,1,20.58246679629697,11,iron,225.0,Low,0,At-Risk Customers
CUST01377,59,33,924.0,171,49,14.277255153543193,25,1437.0,1,30,12.22573111288635,0,silver,1516.0,High,2,Promising Regulars
CUST01378,54,33,890.0,108,66,16.157623676730182,21,1174.0,1,35,14.199554241477855,9,silver,1275.0,Medium,2,Promising Regulars
CUST01379,54,24,503.0,109,40,19.379885277220563,42,618.0,1,21,11.490023048310931,6,silver,679.0,Medium,2,Promising Regulars
CUST01380,34,28,1999.0,104,69,19.29930662875704,40,1474.0,0,35,16.48110587790972,12,silver,1578.0,High,2,Promising Regulars
CUST01381,29,50,2232.0,262,110,19.684283638338822,39,2237.0,1,60,6.872469489387236,4,gold,2407.0,High,1,High-Value Loyalists
CUST01382,26,30,1049.0,187,37,16.679826378293946,44,973.0,1,37,12.682878508888326,6,silver,1047.0,Medium,2,Promising Regulars
CUST01383,126,3,85.0,47,13,3.2862492332473625,12,144.0,0,4,46.03066631543426,10,iron,161.0,Low,0,At-Risk Customers
CUST01384,13,43,4219.0,295,66,16.64304907466057,45,1319.0,0,54,11.659656183070332,8,gold,1439.0,Medium,1,High-Value Loyalists
CUST01385,41,6,189.0,105,35,8.648410612382735,26,762.0,0,15,28.18902939129702,14,copper,812.0,Medium,2,Promising Regulars
CUST01386,47,20,1690.0,165,38,16.251214837525968,42,1044.0,1,23,11.544603605534656,5,silver,1105.0,Medium,2,Promising Regulars
